|stars|categories
36991|3.5|{u'Pubs': 1, u'Burgers': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
36992|2.5|{u'Public Services & Government': 1, u'Post Offices': 1}
36993|4.0|{u'Reflexology': 1, u'Beauty & Spas': 1, u'Massage': 1, u'Health & Medical': 1}
36994|3.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1, u'Salad': 1, u'American (New)': 1}
36995|4.0|{u'Seafood': 1, u'Restaurants': 1, u'Chinese': 1, u'Fast Food': 1}
36996|5.0|{u'Barbers': 1, u'Beauty & Spas': 1}
36997|5.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
36998|4.0|{u'Bars': 1, u'Mediterranean': 1, u'Nightlife': 1, u'Cocktail Bars': 1, u'Restaurants': 1, u'Italian': 1}
36999|5.0|{u'American (Traditional)': 1, u'Restaurants': 1}
37000|4.5|{u'Cafes': 1, u'French': 1, u'Restaurants': 1}
37001|3.5|{u'Buffets': 1, u'Restaurants': 1}
37002|4.0|{u'Animal Shelters': 1, u'Pets': 1}
37003|2.5|{u'Restaurants': 1, u'Pizza': 1}
37004|2.5|{u'American (Traditional)': 1, u'Restaurants': 1}
37005|4.0|{u'Food': 1, u'Coffee & Tea': 1}
37006|5.0|{u'Health & Medical': 1, u'Dentists': 1, u'Orthodontists': 1}
37007|5.0|{u'Dog Parks': 1, u'Parks': 1, u'Active Life': 1}
37008|4.5|{u'Health & Medical': 1, u'Urgent Care': 1}
37009|2.0|{u'Internet Service Providers': 1, u'Shopping': 1, u'Electronics': 1, u'Mobile Phones': 1, u'Professional Services': 1, u'Home Services': 1}
37010|4.5|{u'Portuguese': 1, u'Seafood': 1, u'Restaurants': 1}
37011|3.5|{u'Event Planning & Services': 1, u'Hotels & Travel': 1, u'Hotels': 1}
37012|4.5|{u'Indian': 1, u'Buffets': 1, u'Restaurants': 1}
37013|5.0|{u'Massage Therapy': 1, u'Beauty & Spas': 1, u'Massage': 1, u'Health & Medical': 1}
37014|1.5|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
37015|5.0|{u'Heating & Air Conditioning/HVAC': 1, u'Home Services': 1}
37016|4.0|{u'Asian Fusion': 1, u'Japanese': 1, u'Hawaiian': 1, u'Restaurants': 1}
37017|3.5|{u'Restaurants': 1, u'Sandwiches': 1, u'Pizza': 1}
37018|5.0|{u'Home Services': 1, u'Real Estate Agents': 1, u'Real Estate': 1}
37019|3.0|{u'Food': 1, u'Juice Bars & Smoothies': 1}
37020|4.0|{u'Bars': 1, u'Mexican': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Cocktail Bars': 1, u'Restaurants': 1}
37021|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37022|2.5|{u'American (Traditional)': 1, u'Hot Dogs': 1, u'Restaurants': 1}
37023|4.0|{u'Cajun/Creole': 1, u'Sandwiches': 1, u'Restaurants': 1}
37024|3.5|{u'Performing Arts': 1, u'Event Planning & Services': 1, u'Arts & Entertainment': 1, u'Venues & Event Spaces': 1}
37025|4.5|{u'Shopping': 1, u'Flowers & Gifts': 1, u'Gift Shops': 1}
37026|2.5|{u'Bars': 1, u'Nightlife': 1, u'Lounges': 1}
37027|3.5|{u'Food': 1, u'Bars': 1, u'Candy Stores': 1, u'Nightlife': 1, u'Specialty Food': 1}
37028|3.0|{u'Bars': 1, u'Mexican': 1, u'Nightlife': 1, u'Restaurants': 1}
37029|3.0|{u'Burgers': 1, u'Restaurants': 1}
37030|3.5|{u'Performing Arts': 1, u'Arts & Entertainment': 1}
37031|5.0|{u'Food': 1, u'Juice Bars & Smoothies': 1, u'Salad': 1, u'Restaurants': 1}
37032|4.0|{u'Italian': 1, u'Restaurants': 1}
37033|3.0|{u'Hair Removal': 1, u'Beauty & Spas': 1}
37034|3.0|{u'Pubs': 1, u'Bars': 1, u'Nightlife': 1}
37035|3.5|{u'Shopping': 1, u'Thrift Stores': 1}
37036|4.5|{u'Local Flavor': 1, u'Restaurants': 1}
37037|3.0|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1, u'Sports Wear': 1, u'Sporting Goods': 1}
37038|4.5|{u'Automotive': 1, u'Motorcycle Repair': 1, u'Shopping': 1, u'Motorcycle Dealers': 1, u'Motorcycle Gear': 1}
37039|3.5|{u'Hotels': 1, u'Casinos': 1, u'Arts & Entertainment': 1, u'Hotels & Travel': 1, u'Event Planning & Services': 1}
37040|5.0|{u'Plumbing': 1, u'Home Services': 1, u'Local Services': 1, u'Septic Services': 1}
37041|3.0|{u'Restaurants': 1, u'Chicken Wings': 1, u'Pizza': 1}
37042|3.5|{u'Automotive': 1, u'Auto Parts & Supplies': 1, u'Body Shops': 1}
37043|5.0|{u'Beauty & Spas': 1, u'Makeup Artists': 1, u'Permanent Makeup': 1}
37044|3.5|{u'Thai': 1, u'Restaurants': 1}
37045|4.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37046|3.5|{u'Persian/Iranian': 1, u'Mediterranean': 1, u'Restaurants': 1}
37047|4.5|{u'Food': 1, u'Farmers Market': 1, u'Specialty Food': 1}
37048|5.0|{u'Event Photography': 1, u'Photographers': 1, u'Event Planning & Services': 1}
37049|5.0|{u'Videos & Video Game Rental': 1, u'Books, Mags, Music & Video': 1, u'Shopping': 1}
37050|4.0|{u'Restaurants': 1, u'Pizza': 1}
37051|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Blow Dry/Out Services': 1, u'Hair Stylists': 1, u'Hair Extensions': 1}
37052|2.5|{u'American (Traditional)': 1, u'Burgers': 1, u'Sandwiches': 1, u'Restaurants': 1}
37053|4.5|{u'Food': 1, u'Breweries': 1}
37054|5.0|{u'Electricians': 1, u'Home Services': 1}
37055|5.0|{u'Acupuncture': 1, u'Counseling & Mental Health': 1, u'Hypnosis/Hypnotherapy': 1, u'Health & Medical': 1}
37056|4.0|{}
37057|5.0|{u'Hobby Shops': 1, u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Comic Books': 1}
37058|3.5|{u'Food': 1, u'Candy Stores': 1, u'Specialty Food': 1}
37059|5.0|{u'Hair Removal': 1, u'Eyelash Service': 1, u'Beauty & Spas': 1, u'Skin Care': 1}
37060|4.0|{u'Restaurants': 1, u'Pizza': 1}
37061|5.0|{u'Hair Removal': 1, u'Laser Hair Removal': 1, u'Beauty & Spas': 1, u'Day Spas': 1, u'Skin Care': 1}
37062|3.5|{u'Mexican': 1, u'Restaurants': 1}
37063|3.5|{u'Chinese': 1, u'Restaurants': 1}
37064|5.0|{u'Painters': 1, u'Home Services': 1}
37065|4.0|{u'Bars': 1, u'American (New)': 1, u'Performing Arts': 1, u'Arts & Entertainment': 1, u'Nightlife': 1, u'Restaurants': 1}
37066|2.5|{u'Pet Services': 1, u'Pet Groomers': 1, u'Pets': 1}
37067|4.0|{u'Recreation Centers': 1, u'Dog Parks': 1, u'Parks': 1, u'Skate Parks': 1, u'Active Life': 1}
37068|4.5|{u'Fitness & Instruction': 1, u'Yoga': 1, u'Active Life': 1}
37069|4.5|{u'Pet Services': 1, u'Pets': 1}
37070|4.0|{u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1}
37071|5.0|{u'Pet Services': 1, u'Pet Groomers': 1, u'Pets': 1}
37072|4.5|{u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
37073|3.0|{u'Nightlife': 1, u'Dance Clubs': 1}
37074|5.0|{u'Carpet Cleaning': 1, u'Local Services': 1, u'Office Cleaning': 1, u'Professional Services': 1, u'Home Cleaning': 1, u'Home Services': 1}
37075|4.0|{u'Indian': 1, u'Restaurants': 1}
37076|4.5|{u'Peruvian': 1, u'Restaurants': 1}
37077|2.0|{u'Home Services': 1, u'Home Cleaning': 1}
37078|5.0|{u'Men's Clothing': 1, u'Fashion': 1, u'Shopping': 1, u'Accessories': 1}
37079|4.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
37080|4.5|{u'Venues & Event Spaces': 1, u'Event Planning & Services': 1}
37081|3.0|{u'Bars': 1, u'American (New)': 1, u'American (Traditional)': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37082|3.5|{u'Bars': 1, u'Modern European': 1, u'Nightlife': 1, u'Wine Bars': 1, u'Restaurants': 1}
37083|5.0|{u'Fashion': 1, u'Shopping': 1, u'Jewelry': 1, u'Watches': 1, u'Accessories': 1}
37084|4.5|{u'Food': 1, u'Donuts': 1}
37085|5.0|{u'Tours': 1, u'Hotels & Travel': 1}
37086|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37087|1.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
37088|4.0|{u'Thai': 1, u'Restaurants': 1}
37089|4.5|{u'Hawaiian': 1, u'Restaurants': 1}
37090|4.5|{u'Wedding Planning': 1, u'Venues & Event Spaces': 1, u'Event Planning & Services': 1}
37091|3.0|{u'Chinese': 1, u'Restaurants': 1}
37092|3.0|{u'Seafood': 1, u'Diners': 1, u'Restaurants': 1}
37093|3.0|{u'Seafood': 1, u'Buffets': 1, u'Sushi Bars': 1, u'Restaurants': 1}
37094|4.0|{u'American (Traditional)': 1, u'Restaurants': 1}
37095|4.0|{u'Mexican': 1, u'Restaurants': 1}
37096|3.0|{u'Italian': 1, u'Pizza': 1, u'Restaurants': 1}
37097|3.5|{u'Food': 1, u'Coffee & Tea': 1}
37098|2.5|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
37099|3.0|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
37100|4.5|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
37101|3.5|{u'Delis': 1, u'Restaurants': 1, u'Sandwiches': 1, u'Fast Food': 1}
37102|4.0|{u'Cafes': 1, u'Restaurants': 1}
37103|3.5|{u'Fitness & Instruction': 1, u'Gyms': 1, u'Trainers': 1, u'Active Life': 1}
37104|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Makeup Artists': 1, u'Hair Extensions': 1}
37105|4.0|{u'Performing Arts': 1, u'Arts & Entertainment': 1}
37106|4.0|{u'Automotive': 1, u'Car Wash': 1}
37107|4.0|{u'Tattoo': 1, u'Beauty & Spas': 1, u'Piercing': 1}
37108|5.0|{u'Health & Medical': 1, u'Beauty & Spas': 1, u'Naturopathic/Holistic': 1, u'Medical Spas': 1, u'Doctors': 1}
37109|4.5|{u'Vape Shops': 1, u'Shopping': 1}
37110|5.0|{u'Restaurants': 1, u'Pizza': 1}
37111|5.0|{u'Hair Removal': 1, u'Laser Hair Removal': 1, u'Beauty & Spas': 1}
37112|5.0|{u'Hair Removal': 1, u'Eyelash Service': 1, u'Beauty & Spas': 1, u'Skin Care': 1}
37113|4.5|{u'Pet Stores': 1, u'Pets': 1}
37114|4.5|{u'Food': 1, u'Donuts': 1, u'Coffee & Tea': 1}
37115|5.0|{u'Painters': 1, u'Home Services': 1}
37116|4.5|{u'Health & Medical': 1, u'Urgent Care': 1}
37117|4.5|{u'Cocktail Bars': 1, u'Bars': 1, u'Nightlife': 1, u'Lounges': 1}
37118|3.0|{u'Cafes': 1, u'Restaurants': 1}
37119|4.0|{u'Mexican': 1, u'Restaurants': 1}
37120|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37121|3.5|{u'Breakfast & Brunch': 1, u'Diners': 1, u'Restaurants': 1}
37122|4.5|{u'Bars': 1, u'Food': 1, u'British': 1, u'Pubs': 1, u'Nightlife': 1, u'Specialty Food': 1, u'Restaurants': 1}
37123|2.0|{u'Golf': 1, u'Active Life': 1}
37124|3.5|{u'Health & Medical': 1, u'Pediatricians': 1, u'Doctors': 1}
37125|4.5|{u'Restaurants': 1, u'Mexican': 1, u'Fast Food': 1}
37126|5.0|{u'Massage Therapy': 1, u'Health & Medical': 1}
37127|2.0|{u'Home Services': 1, u'Apartments': 1, u'Real Estate': 1}
37128|3.5|{u'Mexican': 1, u'Restaurants': 1}
37129|3.0|{u'Ticket Sales': 1, u'Arts & Entertainment': 1}
37130|4.0|{u'Restaurants': 1, u'Pizza': 1}
37131|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37132|5.0|{u'Automotive': 1, u'Oil Change Stations': 1, u'Smog Check Stations': 1}
37133|4.0|{u'Fashion': 1, u'Shopping': 1, u'Accessories': 1}
37134|5.0|{u'Tobacco Shops': 1, u'Shopping': 1}
37135|5.0|{u'Optometrists': 1, u'Eyewear & Opticians': 1, u'Shopping': 1, u'Health & Medical': 1}
37136|4.0|{u'Stadiums & Arenas': 1, u'Arts & Entertainment': 1}
37137|3.0|{u'Car Rental': 1, u'Hotels & Travel': 1}
37138|4.0|{u'Real Estate Services': 1, u'Home Services': 1, u'Real Estate': 1}
37139|3.0|{u'Department Stores': 1, u'Fashion': 1, u'Shopping': 1}
37140|4.5|{u'Transportation': 1, u'Limos': 1, u'Hotels & Travel': 1}
37141|5.0|{u'Local Services': 1, u'Dry Cleaning & Laundry': 1}
37142|4.0|{u'Bars': 1, u'American (New)': 1, u'Steakhouses': 1, u'Nightlife': 1, u'Wine Bars': 1, u'Restaurants': 1}
37143|3.5|{u'Bars': 1, u'Nightlife': 1}
37144|2.5|{u'American (Traditional)': 1, u'Steakhouses': 1, u'Restaurants': 1}
37145|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Hair Stylists': 1}
37146|4.5|{u'Italian': 1, u'Restaurants': 1}
37147|5.0|{u'Food': 1, u'Burgers': 1, u'Restaurants': 1, u'Food Trucks': 1}
37148|2.5|{u'Restaurants': 1, u'Pizza': 1}
37149|5.0|{u'Food': 1, u'Candy Stores': 1, u'Specialty Food': 1}
37150|5.0|{u'IT Services & Computer Repair': 1, u'Local Services': 1, u'Mobile Phone Repair': 1}
37151|3.5|{u'Restaurants': 1, u'Mexican': 1, u'Spanish': 1}
37152|5.0|{u'Electricians': 1, u'Home Services': 1}
37153|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37154|5.0|{u'Tattoo': 1, u'Beauty & Spas': 1}
37155|5.0|{u'Accountants': 1, u'Professional Services': 1, u'Financial Services': 1, u'Payroll Services': 1, u'Tax Services': 1}
37156|5.0|{u'Notaries': 1, u'Automotive': 1, u'Local Services': 1, u'Financial Services': 1, u'Auto Loan Providers': 1, u'Insurance': 1}
37157|5.0|{u'Fitness & Instruction': 1, u'Yoga': 1, u'Active Life': 1}
37158|4.0|{u'Asian Fusion': 1, u'Restaurants': 1}
37159|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1}
37160|3.5|{u'Food': 1, u'Juice Bars & Smoothies': 1}
37161|4.0|{u'Damage Restoration': 1, u'Home Services': 1}
37162|4.5|{u'Food': 1, u'Juice Bars & Smoothies': 1}
37163|3.5|{u'Fashion': 1, u'Shopping': 1, u'Accessories': 1}
37164|4.5|{u'Automotive': 1, u'Car Wash': 1, u'Gas & Service Stations': 1}
37165|2.0|{u'Performing Arts': 1, u'Arts & Entertainment': 1}
37166|4.0|{u'Sandwiches': 1, u'Restaurants': 1}
37167|4.5|{u'Steakhouses': 1, u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
37168|2.0|{u'Car Rental': 1, u'Hotels & Travel': 1}
37169|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Hair Stylists': 1}
37170|5.0|{u'Home Services': 1, u'Pool Cleaners': 1}
37171|4.5|{u'Food': 1, u'Grocery': 1}
37172|5.0|{u'Vape Shops': 1, u'Shopping': 1}
37173|4.5|{u'Wedding Planning': 1, u'Event Planning & Services': 1}
37174|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Hair Stylists': 1, u'Hair Extensions': 1}
37175|4.5|{u'Churches': 1, u'Religious Organizations': 1}
37176|4.0|{u'Cafes': 1, u'Restaurants': 1}
37177|4.5|{u'Beauty & Spas': 1, u'Massage': 1}
37178|4.0|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
37179|3.0|{u'Restaurants': 1, u'Sandwiches': 1, u'Italian': 1}
37180|2.5|{u'Cosmetics & Beauty Supply': 1, u'Shopping': 1, u'Beauty & Spas': 1}
37181|4.5|{u'Thai': 1, u'Restaurants': 1}
37182|4.5|{u'Nightlife': 1, u'Arts & Entertainment': 1, u'Music Venues': 1}
37183|4.5|{u'Bakeries': 1, u'Food': 1}
37184|5.0|{u'Medical Spas': 1, u'Hair Removal': 1, u'Laser Hair Removal': 1, u'Beauty & Spas': 1, u'Health & Medical': 1, u'Doctors': 1, u'Tattoo Removal': 1}
37185|4.0|{u'Bars': 1, u'Italian': 1, u'Nightlife': 1, u'Wine Bars': 1, u'Restaurants': 1}
37186|4.0|{u'Steakhouses': 1, u'Restaurants': 1, u'Gastropubs': 1, u'American (New)': 1}
37187|5.0|{u'Education': 1, u'Preschools': 1, u'Elementary Schools': 1}
37188|4.0|{u'Mattresses': 1, u'Furniture Stores': 1, u'Shopping': 1, u'Home & Garden': 1}
37189|4.5|{u'Restaurants': 1, u'Sandwiches': 1, u'Pizza': 1}
37190|2.0|{u'Cheesesteaks': 1, u'Restaurants': 1}
37191|5.0|{u'Food': 1, u'Donuts': 1}
37192|4.0|{u'Burgers': 1, u'Hot Dogs': 1, u'Restaurants': 1}
37193|1.0|{u'Automotive': 1, u'Car Dealers': 1, u'Auto Repair': 1}
37194|4.5|{u'Home Services': 1, u'Contractors': 1, u'Local Services': 1, u'Flooring': 1, u'Carpet Cleaning': 1}
37195|3.0|{u'Bars': 1, u'Restaurants': 1, u'Nightlife': 1, u'Pizza': 1}
37196|4.0|{u'Food': 1, u'Candy Stores': 1, u'Specialty Food': 1}
37197|4.0|{u'Steakhouses': 1, u'Restaurants': 1, u'Italian': 1}
37198|5.0|{u'Spray Tanning': 1, u'Beauty & Spas': 1, u'Tanning': 1}
37199|3.5|{u'Financial Services': 1, u'Insurance': 1}
37200|5.0|{u'Restaurants': 1, u'Barbeque': 1}
37201|4.5|{u'British': 1, u'Restaurants': 1}
37202|2.5|{u'Cocktail Bars': 1, u'Bars': 1, u'Nightlife': 1}
37203|2.5|{u'Restaurants': 1, u'Pizza': 1}
37204|1.0|{u'Electronics Repair': 1, u'Local Services': 1}
37205|1.5|{u'Spray Tanning': 1, u'Beauty & Spas': 1, u'Tanning': 1, u'Tanning Beds': 1}
37206|4.0|{u'Steakhouses': 1, u'Japanese': 1, u'Restaurants': 1}
37207|5.0|{u'Sandwiches': 1, u'Restaurants': 1}
37208|4.5|{u'Caterers': 1, u'Event Planning & Services': 1}
37209|5.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
37210|3.5|{u'Food': 1, u'Juice Bars & Smoothies': 1}
37211|4.5|{u'Seafood': 1, u'Barbeque': 1, u'Restaurants': 1, u'American (New)': 1}
37212|4.0|{u'Discount Store': 1, u'Shopping': 1}
37213|2.5|{u'Bars': 1, u'Chicken Wings': 1, u'Burgers': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37214|4.0|{u'Hair Removal': 1, u'Nail Salons': 1, u'Beauty & Spas': 1, u'Day Spas': 1}
37215|2.5|{u'Tires': 1, u'Automotive': 1, u'Oil Change Stations': 1, u'Auto Repair': 1}
37216|3.5|{u'Security Systems': 1, u'Home Services': 1}
37217|5.0|{u'Food': 1, u'Food Trucks': 1}
37218|1.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
37219|4.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
37220|5.0|{u'Shopping': 1, u'Arts & Crafts': 1}
37221|4.5|{u'Sandwiches': 1, u'Restaurants': 1}
37222|3.5|{u'Breakfast & Brunch': 1, u'Restaurants': 1}
37223|5.0|{u'Stadiums & Arenas': 1, u'Arts & Entertainment': 1}
37224|4.0|{u'Cafes': 1, u'Diners': 1, u'Restaurants': 1}
37225|5.0|{u'Hair Removal': 1, u'Tattoo': 1, u'Beauty & Spas': 1}
37226|4.5|{u'Tobacco Shops': 1, u'Shopping': 1}
37227|4.0|{u'Health & Medical': 1, u'Pediatricians': 1, u'Doctors': 1}
37228|3.5|{u'Food': 1, u'Desserts': 1, u'Cupcakes': 1}
37229|4.5|{u'Restaurants': 1, u'Chicken Wings': 1, u'Salad': 1, u'Pizza': 1}
37230|5.0|{u'Tattoo': 1, u'Beauty & Spas': 1}
37231|3.0|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Restaurants': 1}
37232|3.5|{u'Japanese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
37233|5.0|{u'Event Planning & Services': 1, u'Party & Event Planning': 1}
37234|3.0|{u'Restaurants': 1, u'Pizza': 1, u'Italian': 1}
37235|5.0|{u'Tattoo': 1, u'Beauty & Spas': 1}
37236|5.0|{u'Event Planning & Services': 1, u'Transportation': 1, u'Party Bus Rentals': 1, u'Hotels & Travel': 1, u'Limos': 1}
37237|1.0|{u'Home Services': 1, u'Home Organization': 1}
37238|5.0|{u'Nail Salons': 1, u'Beauty & Spas': 1}
37239|3.5|{u'American (Traditional)': 1, u'Burgers': 1, u'Restaurants': 1}
37240|4.0|{u'Food': 1, u'Burgers': 1, u'Restaurants': 1, u'Food Trucks': 1}
37241|1.5|{u'Restaurants': 1, u'Fast Food': 1}
37242|4.0|{u'Bars': 1, u'American (New)': 1, u'Pubs': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37243|5.0|{u'Automotive': 1, u'Auto Repair': 1}
37244|4.5|{u'Food': 1, u'Coffee & Tea': 1}
37245|4.5|{u'Food': 1, u'Coffee & Tea': 1}
37246|3.5|{u'Restaurants': 1, u'Pizza': 1}
37247|5.0|{u'Specialty Schools': 1, u'Education': 1}
37248|3.5|{u'American (Traditional)': 1, u'Restaurants': 1}
37249|2.0|{u'Hotels': 1, u'Casinos': 1, u'Arts & Entertainment': 1, u'Hotels & Travel': 1, u'Event Planning & Services': 1}
37250|4.5|{u'Thai': 1, u'Buffets': 1, u'Restaurants': 1}
37251|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Nail Salons': 1}
37252|5.0|{u'Language Schools': 1, u'Specialty Schools': 1, u'Education': 1}
37253|3.5|{u'Books, Mags, Music & Video': 1, u'Shopping': 1, u'Newspapers & Magazines': 1}
37254|3.5|{u'American (Traditional)': 1, u'Bars': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37255|4.0|{u'Food': 1, u'Beer, Wine & Spirits': 1}
37256|3.0|{u'Breakfast & Brunch': 1, u'Restaurants': 1, u'Cafes': 1, u'American (New)': 1}
37257|5.0|{u'Fitness & Instruction': 1, u'Dance Studios': 1, u'Active Life': 1}
37258|5.0|{u'Bakeries': 1, u'Food': 1}
37259|5.0|{u'Dog Parks': 1, u'Parks': 1, u'Active Life': 1, u'Pets': 1, u'Pet Services': 1, u'Pet Training': 1}
37260|3.5|{u'Food': 1, u'Desserts': 1, u'Bakeries': 1}
37261|4.5|{u'Parks': 1, u'Active Life': 1}
37262|3.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
37263|5.0|{u'Optometrists': 1, u'Health & Medical': 1}
37264|4.0|{u'Food': 1, u'Juice Bars & Smoothies': 1}
37265|2.5|{u'Burgers': 1, u'Restaurants': 1, u'Fast Food': 1}
37266|5.0|{u'DJs': 1, u'Event Planning & Services': 1, u'Party & Event Planning': 1}
37267|4.5|{u'Automotive': 1, u'Auto Repair': 1}
37268|4.0|{u'Italian': 1, u'Restaurants': 1, u'Chicken Wings': 1, u'Pizza': 1}
37269|4.5|{u'Afghan': 1, u'Mediterranean': 1, u'Middle Eastern': 1, u'Restaurants': 1}
37270|2.5|{u'Transportation': 1, u'Airport Shuttles': 1, u'Hotels & Travel': 1}
37271|1.5|{u'Chinese': 1, u'Sushi Bars': 1, u'Restaurants': 1}
37272|4.5|{u'Restaurants': 1, u'Sandwiches': 1, u'Pizza': 1}
37273|4.5|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Nail Salons': 1}
37274|3.5|{u'Leather Goods': 1, u'Fashion': 1, u'Shopping': 1, u'Jewelry': 1, u'Luggage': 1}
37275|5.0|{u'Tattoo': 1, u'Beauty & Spas': 1}
37276|3.5|{u'Mexican': 1, u'Restaurants': 1}
37277|3.5|{u'Food': 1, u'Donuts': 1}
37278|5.0|{u'Guns & Ammo': 1, u'Shopping': 1}
37279|4.0|{u'Chicken Wings': 1, u'Southern': 1, u'Restaurants': 1}
37280|5.0|{u'Data Recovery': 1, u'IT Services & Computer Repair': 1, u'Local Services': 1}
37281|5.0|{u'Hair Salons': 1, u'Beauty & Spas': 1, u'Hair Stylists': 1, u'Massage': 1, u'Nail Salons': 1}
37282|4.5|{u'Hot Dogs': 1, u'Restaurants': 1}
37283|3.5|{u'Transportation': 1, u'Hotels & Travel': 1}
37284|5.0|{u'Automotive': 1, u'Auto Detailing': 1, u'Car Wash': 1}
37285|5.0|{u'Fitness & Instruction': 1, u'Boot Camps': 1, u'Trainers': 1, u'Active Life': 1}
37286|4.0|{u'Restaurants': 1, u'Vietnamese': 1}
37287|3.0|{u'Shopping': 1, u'Fashion': 1, u'Women's Clothing': 1}
37288|1.0|{u'Local Flavor': 1}
37289|4.5|{u'Museums': 1, u'Arts & Entertainment': 1}
37290|5.0|{u'Fitness & Instruction': 1, u'Trainers': 1, u'Active Life': 1}
37291|5.0|{u'Automotive': 1, u'Auto Detailing': 1}
37292|4.0|{u'Food': 1, u'Coffee & Tea': 1}
37293|4.5|{u'Pubs': 1, u'Bars': 1, u'Nightlife': 1}
37294|3.5|{u'Burgers': 1, u'Sandwiches': 1, u'Restaurants': 1}
37295|5.0|{u'Fitness & Instruction': 1, u'Gyms': 1, u'Active Life': 1}
37296|1.0|{u'Automotive': 1, u'Auto Repair': 1}
37297|3.5|{u'Food': 1, u'Juice Bars & Smoothies': 1, u'Specialty Food': 1, u'Fruits & Veggies': 1}
37298|4.5|{u'Bars': 1, u'Nightlife': 1, u'Wine Bars': 1}
37299|3.0|{u'Bars': 1, u'American (New)': 1, u'American (Traditional)': 1, u'Nightlife': 1, u'Sports Bars': 1, u'Restaurants': 1}
37300|5.0|{u'Fitness & Instruction': 1, u'Yoga': 1, u'Active Life': 1}
37301|4.0|{u'Cocktail Bars': 1, u'Bars': 1, u'Nightlife': 1}
37302|3.0|{u'Restaurants': 1, u'Barbeque': 1}
37303|4.0|{u'Food': 1, u'Burgers': 1, u'Delis': 1, u'Restaurants': 1, u'Beer, Wine & Spirits': 1}
37304|4.0|{u'Mexican': 1, u'Restaurants': 1}
37305|5.0|{u'Adult Entertainment': 1, u'Casinos': 1, u'Nightlife': 1, u'Arts & Entertainment': 1}
37306|3.5|{u'Event Photography': 1, u'Photographers': 1, u'Event Planning & Services': 1, u'Session Photography': 1}
37307|4.0|{u'Indian': 1, u'Himalayan/Nepalese': 1, u'Restaurants': 1}
37308|4.5|{u'Shopping': 1, u'Art Galleries': 1, u'Arts & Entertainment': 1}
37309|5.0|{u'Optometrists': 1, u'Health & Medical': 1}
37310|5.0|{u'Home Services': 1, u'Pool Cleaners': 1}
37311|4.0|{u'Food': 1, u'Burgers': 1, u'Ice Cream & Frozen Yogurt': 1, u'Restaurants': 1}
37312|4.5|{u'Nail Salons': 1, u'Beauty & Spas': 1}
37313|4.0|{u'Restaurants': 1, u'American (New)': 1}
37314|5.0|{u'Fitness & Instruction': 1, u'Gyms': 1, u'Active Life': 1}
37315|2.5|{u'Banks & Credit Unions': 1, u'Financial Services': 1}
37316|4.0|{u'American (Traditional)': 1, u'Restaurants': 1}
37317|5.0|{u'Hair Removal': 1, u'Beauty & Spas': 1, u'Makeup Artists': 1}
